OTU ID		DF_5_6	HN_4_5	DF_2_5	HN_4_4	DF_4_2	HN_2_3	DF_1_1	LN_7_3	LN_2_2	DF_5_1	HN_3_5	HN_4_6	HN_1_3	HN_3_4	DF_7_5	LN_6_3	HN_1_2	LN_3_4	DF_1_5	LN_6_2	LN_3_1	HN_3_3	HN_6_8	DF_2_1	DF_4_8	HN_6_4	HN_5_3	HN_1_4	LN_1_2	DF_7_1	LN_3_6	LN_5_3	HN_1_7	HN_3_7	DF_4_4	HN_5_5	LN_2_1	LN_5_6	HN_5_2	DF_5_2	DF_6_6	LN_7_2	HN_2_2	DF_7_4	DF_3_6	HN_1_5	LN_5_5	DF_7_8	DF_6_7	LN_2_4	DF_2_7	HN_3_2	HN_4_7	DF_4_5	DF_1_4	DF_5_5	LN_5_7	DF_3_2	DF_5_8	DF_3_1	HN_2_4	DF_2_8	DF_4_3	DF_3_4	DF_6_3	DF_7_6	DF_4_6	DF_6_2	HN_3_6	HN_1_8	DF_2_4	HN_6_3	DF_6_5	LN_5_1	HN_4_1	DF_6_1	LN_1_3	LN_5_4	DF_7_7	DF_5_4	DF_3_8	DF_1_7	HN_1_1	LN_6_4	DF_5_7	DF_7_2	LN_2_3	DF_6_4	DF_1_3	HN_5_6	DF_4_1	HN_4_8	DF_2_3	DF_3_7	DF_6_8	DF_4_7	LN_5_8	HN_5_8	HN_5_4	DF_1_8	LN_1_1	HN_5_7	DF_1_2	LN_3_3	HN_3_8	DF_5_3	HN_6_2	DF_2_6	DF_3_5	HN_6_6	HN_6_5	DF_1_6	HN_6_1	HN_5_1	LN_3_5	DF_2_2	DF_3_3	HN_1_6	HN_4_3	HN_6_7	LN_6_1	LN_4_1	HN_4_2	HN_2_1	LN_3_2	LN_5_2
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;CR-115;uncultured bacterium;Other	OTU_39	282	54	185	98	298	393	667	77	77	1012	62	264	930	37	1081	135	635	28	171	7	653	70	121	507	309	135	11	201	17	136	1	12	105	114	621	69	74	2	5	1366	231	88	184	3551	460	196	40	385	281	854	70	216	86	595	193	1637	45	235	20	1185	176	192	220	60	504	811	443	520	62	31	673	14	355	1395	356	298	58	9	548	88	36	1085	391	1	492	329	63	343	298	126	141	76	251	26	100	275	208	72	24	398	25	42	1123	35	159	136	182	72	99	219	190	142	176	36	24	439	318	146	34	79	61	55	29	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Candidatus Symbiothrix;uncultured Bacteroidales bacterium	OTU_454	15	5	7	0	20	3	12	20	16	24	0	33	5	0	7	2	4	0	1	1	44	1	1	19	2	9	45	4	10	23	0	0	8	1	7	11	2	1	0	5	8	105	68	12	8	0	0	2	15	3	16	2	7	3	8	15	2	1	7	0	4	22	71	17	56	3	5	63	0	0	3	2	11	44	5	47	21	0	4	2	3	29	27	0	6	1	8	9	18	12	7	11	10	1	4	1	6	12	5	0	2	2	31	1	27	8	14	11	19	2	3	2	19	14	0	6	0	2	0	1	10	1	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Candidatus Symbiothrix;uncultured Bacteroidetes bacterium	OTU_115	50	1	13	19	91	95	137	130	63	129	12	31	80	0	28	3	43	32	221	3	105	35	12	39	61	8	35	34	4	45	2	10	14	18	45	4	165	58	21	44	22	112	372	47	34	2	3	27	35	403	14	193	5	83	38	37	11	15	19	46	32	36	88	39	46	28	45	41	5	15	82	8	14	1113	61	54	25	3	17	65	11	57	72	0	20	11	82	35	23	20	30	2	36	4	13	36	3	4	3	44	1	4	463	13	4	122	168	8	32	12	2	18	103	73	134	61	8	7	3	6	16	41	3	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas gadei	OTU_1083	8	2	6	0	90	15	4	1	1	39	0	0	12	0	9	0	14	2	3	1	55	0	0	0	9	0	20	2	3	14	0	4	1	0	36	0	41	1	2	21	19	8	2	9	43	3	8	1	16	4	5	3	1	15	4	3	0	4	14	8	9	6	22	23	30	3	5	1	0	0	5	3	6	0	9	7	3	4	3	0	3	7	14	0	8	18	2	5	5	0	38	0	3	2	3	11	1	3	0	4	0	0	1	9	0	1	30	7	9	0	0	1	34	4	6	2	2	0	0	1	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas macrotermitis	OTU_86082	2	0	1	0	10	0	30	8	0	126	0	0	3	0	4	1	4	0	0	0	3	0	5	28	15	0	0	0	0	0	0	0	0	0	2	0	3	0	0	13	0	0	10	6	2	0	0	0	0	183	0	0	0	4	0	0	0	6	4	1	0	2	2	1	17	5	8	7	1	0	4	4	1	28	0	1	14	0	0	0	0	6	0	0	2	0	13	0	7	0	5	0	1	0	0	16	0	0	6	35	0	0	9	0	0	0	22	0	0	1	2	1	3	0	13	2	0	0	0	12	5	1	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas mossii DSM 22836	OTU_82446	2	0	1	0	20	0	3	1	3	48	0	0	0	0	0	0	0	0	5	0	10	0	0	11	3	0	0	1	0	1	0	0	0	0	34	0	5	0	0	58	13	2	4	0	16	0	0	0	7	0	0	1	0	0	3	7	2	0	5	0	8	5	1	10	2	0	0	5	0	0	0	0	4	2	4	4	2	0	0	0	0	4	0	0	6	2	5	5	3	0	14	0	1	0	3	1	0	0	0	8	1	0	4	0	0	2	1	0	2	0	0	0	0	3	0	3	3	0	0	0	0	3	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. HGC4	OTU_137887	15	0	0	0	0	6	1	7	5	13	0	3	0	0	2	0	0	0	7	0	7	0	0	5	5	0	2	0	0	0	0	0	1	0	4	0	0	1	1	21	8	2	4	1	11	0	0	0	4	0	1	0	0	25	8	7	0	9	16	7	1	4	1	4	4	3	5	3	0	0	11	0	1	10	0	5	3	0	1	5	0	13	0	0	3	0	3	4	1	0	0	0	1	0	6	5	0	0	0	31	0	0	14	0	0	11	0	0	0	0	1	0	1	0	0	7	3	4	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. PFB1-16	OTU_92699	84	0	81	8	620	1	10	1	5	168	0	3	142	0	85	0	13	48	46	0	525	0	0	1	20	1	212	16	21	121	0	57	1	1	365	3	547	1	41	41	26	73	2	110	849	2	1	42	45	4	4	16	0	37	70	80	0	31	180	56	1	28	127	198	1	70	9	0	0	0	35	0	57	2	85	25	3	0	30	4	22	62	43	1	59	65	3	66	5	22	450	6	2	49	39	5	0	28	7	11	3	2	6	88	2	21	335	5	57	1	7	6	304	32	18	11	7	0	2	3	0	1	7	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. PFB2-16	OTU_138393	225	1	38	0	36	3	60	152	10	774	0	5	3	0	3	12	3	2	126	3	323	0	1	217	11	0	1	3	5	6	0	0	0	1	163	0	11	0	0	1207	501	90	4	1	241	6	0	0	481	68	31	0	0	38	158	128	0	18	90	16	9	183	5	90	98	0	39	39	4	0	32	0	445	154	4	118	47	0	0	20	28	412	48	3	73	0	5	188	398	0	101	0	42	67	169	20	0	0	1	153	6	0	186	2	0	121	73	0	35	0	1	4	63	5	3	57	2	4	0	1	6	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. PFB2-5	OTU_1672	9	3	0	3	0	18	13	0	0	10	0	15	14	0	0	0	0	0	14	0	8	0	2	14	0	0	0	4	0	0	0	0	0	0	2	0	0	0	1	4	47	0	0	0	0	2	0	0	22	48	14	0	8	0	10	10	0	0	9	0	26	11	0	1	12	0	0	5	0	0	0	0	11	37	26	7	0	0	0	6	4	29	7	0	11	0	8	10	8	0	2	34	5	0	11	0	0	0	0	31	1	2	67	1	3	13	2	0	3	0	0	1	21	9	0	0	0	2	0	1	1	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. PH5-20	OTU_128039	11	0	36	0	15	0	6	1	0	44	0	0	5	0	2	0	1	0	18	0	13	0	0	13	8	0	5	1	0	0	0	0	0	0	17	0	9	0	4	29	25	2	1	2	9	1	0	0	22	12	20	0	0	14	20	14	0	4	8	17	1	34	7	8	20	1	12	33	0	0	6	2	11	3	1	14	0	0	0	4	1	76	11	0	4	0	1	13	18	0	15	0	5	1	27	16	0	1	0	39	3	0	27	0	0	9	4	4	9	0	3	18	15	7	3	1	1	3	0	0	1	1	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. PH5-21	OTU_134	285	0	0	8	294	2	43	58	44	69	9	11	179	0	0	1	80	7	98	0	236	1	1	154	53	2	40	11	30	8	0	1	3	15	14	2	525	0	23	103	22	15	54	0	68	1	0	0	12	107	0	3	3	160	437	269	0	82	261	132	205	6	58	59	92	1	17	107	3	4	104	2	14	147	1	271	180	0	0	46	15	186	6	0	206	0	86	274	40	5	86	10	116	7	1	6	0	3	8	117	67	0	186	3	2	36	4	0	36	0	2	27	23	33	89	100	30	10	1	6	18	954	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. PH5-45	OTU_101625	182	13	26	15	269	0	40	73	1	27	15	109	344	2	8	4	227	106	282	47	54	19	8	53	135	26	78	29	7	54	0	1	64	13	22	11	6	0	265	11	86	27	20	2	104	99	0	2	86	12	17	115	17	119	115	110	0	39	84	196	5	32	189	84	109	7	254	83	12	26	227	1	54	36	0	33	16	0	2	13	8	1138	28	0	28	2	5	122	88	6	37	14	102	11	43	326	1	3	10	635	17	10	78	62	8	44	73	6	104	34	41	89	283	665	28	67	45	41	0	30	111	5	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas sp. TW5-36	OTU_134259	2	1	0	0	11	0	1	2	0	9	0	2	2	0	2	0	2	0	16	0	5	0	1	2	1	0	0	1	1	2	1	2	0	1	13	0	1	0	1	12	14	0	4	0	17	2	1	1	8	1	0	0	1	2	2	5	1	0	0	0	14	1	7	9	3	1	1	0	0	0	1	2	22	0	0	2	0	0	0	0	13	17	0	0	6	1	2	5	0	0	33	1	1	0	8	2	0	0	3	24	0	1	6	2	0	2	2	0	4	0	3	3	1	0	0	1	0	0	0	2	3	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;uncultured anaerobic bacterium	OTU_105238	9	0	9	1	8	57	0	76	3	25	9	3	6	0	0	1	8	1	22	0	5	2	0	17	19	1	3	6	0	2	0	0	1	2	16	0	3	0	3	33	8	15	16	2	4	8	4	0	6	18	5	3	0	36	3	3	3	27	2	42	29	10	6	0	8	0	49	6	2	0	52	0	17	26	5	14	6	0	1	2	0	47	2	1	1	0	7	14	4	3	2	0	10	0	3	24	3	0	0	54	0	0	60	2	0	21	2	3	10	2	1	8	2	5	1	8	33	0	0	0	1	2	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;uncultured bacterium	OTU_47	1019	20	759	36	1430	849	240	1584	449	2466	40	55	877	5	237	131	1285	129	1052	30	847	23	226	754	864	27	407	199	97	349	4	16	74	25	2601	17	807	23	79	3802	898	746	403	337	976	355	32	92	827	509	252	68	8	1447	550	550	38	713	588	1014	1507	485	832	821	618	227	1383	274	31	13	1505	382	709	678	100	380	267	13	119	248	308	2011	264	52	420	182	362	585	393	22	2381	14	311	123	538	1324	8	15	22	1771	135	35	1309	342	13	784	587	199	520	144	35	239	519	326	163	362	487	80	17	452	98	92	4	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;uncultured Bacteroidetes bacterium	OTU_62772	84	14	48	11	232	312	34	86	96	242	0	129	145	3	16	15	221	17	76	3	362	1	3	51	92	3	46	30	8	33	0	0	9	5	305	4	246	3	26	210	152	58	47	22	133	9	22	12	152	80	73	13	39	117	53	65	4	66	41	125	810	213	130	66	253	19	139	70	2	4	134	17	83	58	67	55	54	6	9	31	25	78	109	3	31	10	149	41	50	5	196	102	31	4	61	149	4	11	6	66	6	23	180	16	12	52	138	16	48	4	5	19	181	71	41	26	47	15	7	13	11	81	4	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;uncultured Dysgonomonas sp.	OTU_218	72	0	19	0	27	5	20	0	9	40	0	0	0	0	37	0	20	1	0	1	1	0	0	29	0	0	5	0	0	8	0	0	6	0	78	0	35	0	1	44	21	1	61	29	111	0	0	195	24	1	13	0	0	0	62	161	0	0	7	0	9	55	33	73	21	16	0	17	0	0	0	3	13	0	0	19	0	0	104	0	10	1	0	0	15	15	32	68	26	0	17	0	30	8	10	0	0	0	0	0	0	3	1	0	0	0	3	6	37	0	0	0	4	19	0	63	0	0	0	0	0	10	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;uncultured Porphyromonadaceae bacterium	OTU_78	398	3	1291	76	998	78	490	487	707	4509	1	18	911	2	131	28	793	390	1100	6	508	8	48	641	633	11	195	302	162	308	24	120	27	7	2084	0	838	361	49	1684	551	519	271	452	1261	109	277	88	560	16006	239	32	12	534	296	266	394	425	387	305	122	573	699	316	653	405	412	367	2	0	556	100	323	1288	109	241	879	136	86	173	137	1131	281	6	268	63	403	254	232	7	627	7	126	178	348	767	79	16	126	1196	21	1	913	221	4	462	321	143	320	13	7	165	216	84	830	168	122	37	48	93	120	209	6	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured Porphyromonadaceae bacterium;Other	OTU_129207	55	1	3	3	192	2	24	30	133	99	31	3	8	14	12	39	10	2	34	155	122	7	2	10	14	3	21	3	8	47	0	1	3	6	21	5	8	6	21	51	34	47	24	45	400	0	2	8	80	157	8	4	2	73	14	46	12	18	17	58	0	17	73	123	86	13	34	36	13	9	115	0	63	52	19	32	33	0	9	3	141	20	12	4	9	12	145	30	22	4	77	0	23	55	21	45	7	17	1	53	3	7	39	5	1	11	14	2	260	4	2	7	17	10	7	19	26	3	0	5	87	3	0	0	0	2
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;bacterium PH5-43	OTU_40	156	28	13	3	83	8	186	613	41	145	189	227	24	246	234	0	19	28	18	1	622	301	76	205	193	52	12	5	30	259	12	65	8	215	73	2	41	106	90	64	6	253	306	765	13	0	9	36	2	2	12	192	83	244	191	81	674	503	52	286	8	21	233	56	137	91	202	69	189	24	355	24	1	713	65	185	286	44	19	60	3	4	69	0	69	102	37	70	97	38	54	159	30	0	1	264	137	1	0	2	28	8	347	240	5	69	101	2	10	110	78	0	108	189	1837	159	546	3	4	30	12	3	13	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;uncultured bacterium	OTU_113023	2908	127	968	297	314	1327	620	1002	519	769	115	684	441	26	771	19	311	362	300	350	1661	403	65	293	953	19	240	514	37	213	2	75	244	266	987	66	138	24	306	484	394	302	218	1150	333	22	440	158	312	1065	423	353	26	1607	901	1355	191	282	1503	846	1865	896	404	368	324	623	827	378	262	90	1498	49	243	763	692	276	304	160	199	65	198	1190	973	5	1592	144	454	977	438	45	72	48	139	96	90	1253	213	152	38	204	111	46	503	192	315	92	792	170	377	25	11	506	763	709	21	326	435	107	155	16	108	56	38	1	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;uncultured Bacteroidetes bacterium	OTU_84672	1096	225	694	303	1253	502	927	3759	1975	2264	269	1170	3539	165	666	81	5786	204	2043	78	6907	250	353	1241	793	135	1086	1366	1059	1068	9	216	1022	345	1177	136	1186	638	493	1831	1541	3886	1219	968	1530	438	554	4911	2134	2307	362	586	311	692	1277	1367	422	289	943	432	524	617	1470	1145	2335	552	605	1481	131	377	545	106	1672	2780	738	1215	1245	240	763	369	804	4958	2157	24	757	123	2316	1216	1615	195	491	209	700	281	1239	662	2319	181	99	945	153	65	1963	119	366	884	983	160	2970	316	179	450	986	894	312	968	240	612	126	161	299	408	28	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;uncultured Porphyromonadaceae bacterium	OTU_104391	1214	52	558	94	4318	317	929	1338	849	1563	336	429	950	153	2252	110	631	156	1683	163	3678	119	2489	925	1059	383	1239	323	537	1182	3	96	702	210	972	98	926	970	486	1300	735	1675	2739	4116	5683	592	512	1748	761	1260	472	454	168	1737	780	1102	1502	552	752	1953	279	890	2297	2620	1053	1663	1077	1444	171	101	2695	120	688	3827	616	951	742	122	2115	585	1060	2703	1086	15	460	530	1538	634	834	208	1385	124	624	1207	417	1454	359	203	57	1025	80	47	3432	232	362	945	761	273	1595	602	388	349	889	970	700	480	775	742	63	564	264	2026	31	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65 termite group;uncultured bacterium;Other	OTU_64922	145	56	1602	133	227	8	335	158	710	1508	76	109	40	126	1082	15	35	1	126	48	2940	286	352	312	1014	67	114	44	48	161	0	68	53	125	1194	115	409	39	69	571	184	176	94	1150	9	39	167	633	633	445	230	1016	53	1670	260	1581	5	878	113	1105	8	340	342	26	93	1229	770	130	89	100	1466	74	187	207	1519	134	62	53	470	35	53	2285	1885	3	602	154	144	456	344	32	55	41	93	7	260	656	212	33	51	54	71	21	407	1	208	105	526	246	11	72	87	127	943	592	0	477	526	39	209	112	137	189	116	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65 termite group;uncultured Bacteroidetes bacterium;Other	OTU_142389	197	26	741	43	199	5	201	76	921	773	119	234	54	45	949	45	11	1	91	43	1028	556	439	696	951	17	20	19	23	863	0	92	15	56	942	48	252	38	34	340	807	282	92	1348	5	1	210	284	1318	71	168	1044	99	763	237	911	10	298	365	749	14	413	224	17	484	1566	684	506	64	41	667	170	632	193	854	389	29	85	588	32	16	811	1148	1	1057	196	236	365	1582	83	12	52	87	3	486	718	47	87	23	13	51	69	242	4	24	177	798	286	10	272	238	13	853	898	0	608	559	8	161	150	80	179	84	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;uncultured bacterium	OTU_63	169	93	434	160	438	33	290	479	23	105	416	650	106	139	1698	103	71	0	111	2	463	436	18	686	379	5	4	115	28	126	3	1	87	276	247	49	21	424	25	357	98	255	219	659	379	54	47	93	48	1307	267	541	152	743	105	640	962	393	2	345	657	523	98	142	342	516	257	292	287	182	1083	14	83	296	392	331	188	10	195	29	21	1536	51	19	83	196	295	151	132	139	103	158	407	41	50	162	137	30	33	205	2	86	727	5	6	110	64	86	152	12	8	65	224	45	0	136	521	71	58	14	2	19	28	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;uncultured organism	OTU_63773	0	0	0	12	0	0	31	0	4	0	1	4	0	2	13	0	0	0	9	0	16	138	1	4	77	0	0	5	2	0	0	0	0	0	0	0	0	0	3	2	0	2	0	39	0	0	2	9	0	0	0	681	0	65	0	0	3	8	0	22	1	0	0	0	1	5	58	0	0	11	88	0	0	100	144	3	5	0	2	11	0	0	0	0	0	8	0	0	2	11	0	0	0	0	0	71	1	0	0	0	0	1	43	0	0	31	0	0	0	0	0	0	13	44	0	0	26	0	24	1	2	0	20	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;uncultured Porphyromonadaceae bacterium	OTU_63666	5	40	18	52	10	7	29	371	0	2	3	101	25	0	178	40	4	3	5	0	10	23	9	5	61	12	0	33	0	1	0	0	29	7	0	43	0	38	0	0	5	49	0	16	0	31	24	43	0	0	0	104	19	6	8	74	40	2	0	12	293	0	5	1	6	107	339	5	2	4	41	15	4	7	534	5	22	7	197	1	0	157	21	0	10	1	1	31	1	749	0	64	55	0	0	1959	2	0	13	44	0	64	7	2	121	23	16	1	0	157	40	6	49	8	0	31	13	15	19	45	5	0	35	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Sanguibacteroides;uncultured Porphyromonadaceae bacterium	OTU_215	58	9	178	39	31	28	146	206	742	125	25	19	19	37	1115	6	1	8	99	5	360	87	17	98	99	33	73	79	93	131	4	35	55	22	163	16	33	437	75	99	55	942	155	520	30	74	61	112	106	185	7	366	16	80	91	325	125	36	58	116	30	47	43	12	94	790	66	155	14	9	101	28	53	86	294	94	179	32	204	34	25	396	164	1	71	174	267	145	148	17	1	6	80	8	63	67	4	5	7	80	9	6	112	8	20	69	181	24	23	17	17	67	339	495	61	182	100	96	26	19	33	66	26	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;uncultured;uncultured bacterium	OTU_468	1	13	0	14	0	0	1	0	0	0	36	1	0	2	0	38	0	0	3	2	0	14	0	0	0	0	0	1	0	0	0	0	0	21	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	3	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	50	0	21	0	0	0	0	1	17	31	0	0	63	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	29	0	64	0	16	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;uncultured;uncultured Bacteroidetes bacterium	OTU_38	0	3177	0	4213	7	2	1558	59	122	0	7108	379	48	770	0	16985	5	1	3	717	7	2766	8	289	0	2	12	416	0	35	1	0	5	7423	0	9458	7	0	458	0	0	78	15	2	0	0	1	3	0	10	1	20	11218	1	0	4	1	0	1	1	24	1	16	1	2	11	4	3	10123	8446	1	1	0	5	14491	22	0	2	0	1	0	3	10	241	2	0	8	2	0	16362	19	18750	125	1	1	1	2	3846	13209	3	5	19088	1	0	14	0	3795	0	1	4	0	0	9	24	5	5	0	5	9582	283	19528	16	7601	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;uncultured Bacteroidetes bacterium	OTU_554	4	0	26	0	36	7	32	94	47	59	66	2	29	58	38	8	3	0	21	9	210	31	37	27	21	6	23	7	6	96	0	5	154	58	36	11	25	5	36	22	17	225	50	12	199	112	11	20	7	29	9	34	0	34	5	41	0	14	0	45	20	10	173	17	4	479	18	19	62	10	28	12	19	6	25	74	1	0	30	2	10	30	144	0	8	2	25	20	22	3	2	9	16	29	2	22	0	5	9	1	1	0	48	0	74	15	84	12	100	2	7	1	91	192	0	11	21	152	1	6	27	1	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;uncultured Marinilabiliaceae bacterium	OTU_132	9	6	155	10	17	1	32	35	110	109	7	4	8	2	1114	7	14	0	28	1	54	3	1582	27	45	4	0	4	3	118	0	13	15	7	96	1	40	63	14	55	119	66	68	392	21	0	39	163	146	44	8	13	8	46	18	409	37	19	3	53	43	20	34	3	19	2244	24	11	1	15	71	17	195	27	47	39	5	16	286	9	0	110	50	0	228	56	46	96	212	13	2	14	27	1	90	72	29	35	1	8	2	13	128	4	11	21	26	11	3	22	16	7	29	41	0	73	29	53	11	130	13	4	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured bacterium;Other	OTU_1325	15	1	1	1	7	16	12	31	28	20	5	10	13	3	24	0	17	5	8	0	33	5	1	12	10	16	8	12	2	8	1	0	7	2	7	3	10	6	0	9	3	30	17	19	7	2	3	8	16	6	0	7	4	5	9	24	6	5	18	8	3	4	14	11	13	8	8	14	2	2	13	0	5	20	1	7	5	0	4	0	3	14	10	0	11	0	9	11	5	3	2	0	7	0	6	20	3	110	0	8	0	2	17	1	11	4	1	0	11	15	6	6	9	6	9	10	3	7	0	3	0	2	2	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;H1;Porphyromonadaceae bacterium H1	OTU_120050	1	0	0	1	5	26	1	3	1	22	4	0	1	0	0	0	11	0	2	1	3	2	328	77	7	22	0	6	1	3	0	0	0	3	2	0	2	0	1	3	5	1	117	0	16	0	0	2	1	1	0	0	0	9	2	0	0	1	0	16	18	1	0	6	137	1	17	54	0	0	6	810	1	4	3	37	5	0	4	3	21	5	1	0	0	3	2	1	2	0	0	0	0	2	0	1	0	0	2	5	0	2	15	0	8	1	488	0	22	90	10	2	0	6	1	2	0	4	0	505	1	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;H1;uncultured bacterium	OTU_140955	11	11	0	62	31	185	45	11	12	76	56	18	20	12	55	6	15	0	17	0	246	13	19	117	42	5	2	201	8	115	0	4	26	55	27	4	20	0	3	56	12	14	117	160	70	3	2	74	35	46	41	25	19	28	16	39	0	29	1	54	235	71	22	50	175	68	40	185	62	40	30	86	36	84	31	152	266	4	214	21	35	60	15	0	31	58	28	24	126	47	13	12	18	9	16	55	1	17	31	64	5	40	92	0	96	15	12	5	56	15	6	23	9	15	5	38	42	9	12	63	35	3	7	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;H1;uncultured Bacteroidales bacterium	OTU_20064	7	10	0	27	1	8	16	0	0	27	13	5	0	3	0	2	0	0	0	0	1	0	16	7	25	2	0	17	0	3	0	0	6	8	8	7	0	0	0	7	0	4	1	4	2	5	4	2	7	3	0	2	12	8	10	3	0	1	0	44	8	13	3	1	15	3	25	28	5	13	15	2	1	6	3	1	0	0	10	0	3	17	0	0	9	5	0	3	6	9	0	5	12	0	1	5	0	4	6	8	0	9	34	10	24	3	1	1	2	20	32	11	0	0	4	23	9	1	6	24	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;bacterium enrichment culture clone BA212	OTU_77199	5	11	0	28	3	6	2	0	0	14	14	7	0	0	8	3	0	1	1	0	0	0	3	5	4	6	3	4	0	10	0	0	1	13	9	3	0	0	0	4	4	0	0	4	1	1	0	9	5	0	0	2	29	0	0	3	0	2	0	14	14	4	0	1	28	1	17	13	14	2	4	0	2	6	0	4	4	0	39	3	1	9	0	0	6	8	0	1	3	49	2	9	2	0	0	0	0	8	3	15	0	25	19	0	0	4	0	0	6	7	3	8	0	0	1	3	0	0	1	1	1	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;bacterium enrichment culture clone JXS-02-01	OTU_113878	3	0	0	3	3	0	12	0	0	32	1	0	1	0	5	0	2	0	2	0	10	0	0	7	11	0	0	16	3	2	0	1	2	1	7	0	0	0	0	3	0	1	10	18	16	0	0	3	1	132	2	4	0	1	2	0	0	8	0	2	3	5	9	19	4	1	5	9	2	0	0	0	3	12	2	8	10	0	2	0	11	8	7	0	0	0	4	3	3	0	6	0	0	2	0	7	0	0	5	9	0	0	19	0	0	1	0	0	6	0	0	1	1	0	5	4	7	0	0	0	2	0	0	0	0	0
